ESTADÍSTICO,ORIN,DESCRIPCIÓN,PRECIO REGULAR,PRECIO PLUS,PRECIO MEDIANO AYER,% DTO,ALERTA PRECIO 1,ALERTA PRECIO 2,IVA,PRECIO APP ,APP % DTO,VENTA Q REGULAR DIARIA,VENTA Q PROMO DIARIA,VENTA ESTIMADA DIARIA,ESTIMADO DE VENTA,ACELERACIÓN,VALOR ESTIMADO DE VENTA ,ESTIMADO CERCANIAS,GO,ALERTA FORECAST,CANTIDAD POR INNER,LOCALES ACTIVOS* Q INNER,ALERTA INNER,STOCK UNIDADES,ALERTA COMPRA,COSTO SIN IVA REGULAR,DESCUENTO COMPRA,COSTO SIN IVA OFERTA,VIGENCIA DESCUENTO,% SELL OUT,VENTA AL COSTO SIN IVA,COSTO FINAL CON PROMO,MARGEN GB1 PROMO,MARGEN GB1 TEÓRICO,INV PUNTOS PORCENTUALES,INVERSIÓN TATA,RETORNO ACUERDO,COSTO FINAL PROMO CON RETORNO,MARGEN GB2,Precio con 20% BBVA Comunidad Plus - OFERTATA,Status Comercial ,Observaciones,
,,COMESTIBLES,,,,0,,,22%,,0,,,0,,,,,,,,0,,,,,,"$0,00",,,0,"$0,00",#DIV/0!,#DIV/0!,,,,"$0,00",#DIV/0!,0,PONER STATUS,,
250976000,1000050856,PASTA INST. NISSIN SABOR POLLO 85.00 G,27,20,29,"25,93%",,,22%,,"100,00%",1.011,2.214,2.286,32.000,"2,5",640.000,,1,,30,2.430,,29,COMPRAR,"$18,00","20,00%","$14,40",,,460.800,"$14,40","12,16%","18,67%","-6,51%","-25,10%",,"$14,40","12,16%",16,PONER STATUS,,
250977000,1000050857,PASTA INST. NISSIN SABOR CARNE 85.00 G,27,20,29,"25,93%",,,22%,,"100,00%",971,2.499,2.286,32.000,"2,7",640.000,,1,,30,2.430,,29,COMPRAR,"18,00","20,00%","$14,40",,,,"$14,40","12,16%","18,67%","-6,51%","-25,10%",,"$14,40","12,16%",16,,,
250978000,1000050858,PASTA INST. NISSIN SABOR VERDURA 85.00 G,27,20,29,"25,93%",,,22%,,"100,00%",482,1.334,1.786,25.000,"2,5",500.000,,1,,30,2.430,,29,COMPRAR,"18,00","20,00%","$14,40",,,,"$14,40","12,16%","18,67%","-6,51%","-25,10%",,"$14,40","12,16%",16,,,
252938000,1000290081,NISSIN RAMEN SABOR CAMARON 85 G,27,20,27,"25,93%",,,10%,,"100,00%",218,482,1.071,15.000,"3,0",300.000,,1,REVISAR,30,2.220,,27,COMPRAR,"18,00","20,00%","$14,40",,,,"$14,40","20,80%","26,67%","-5,87%","-22,63%",,"$14,40","20,80%",16,,,
254748000,1000455211,RAMEN NISSIN SABOR POLLO PICANTE 85G,27,20,29,"25,93%",,,10%,,"100,00%",806,1.641,1.786,25.000,"4,5",500.000,,1,,30,2.430,,29,COMPRAR,"18,00","20,00%","$14,40",,,,"$14,40","20,80%","26,67%","-5,87%","-22,63%",,"$14,40","20,80%",16,,,
250676000,1000050633,FIDEOS AL HUEVO ADRIA NIDO 500 GR,92,80,92,"13,04%",,,10%,,"100,00%",43,59,136,1.900,"2,8",152.000,,,REVISAR,20,1.600,,92,COMPRAR,"$61,56","0,00%","$61,56",,,,"$61,56","15,36%","26,40%","-11,04%","-84,65%",,"$61,56","15,36%",64,,,
250677000,1000050634,FIDEOS AL HUEVO ADRIA RIZZETO 500 GR,92,80,92,"13,04%",,,10%,,"100,00%",87,230,179,2.500,"2,7",200.000,,,,20,1.620,,92,COMPRAR,"$61,56","0,00%","$61,56",,,,"$61,56","15,36%","26,40%","-11,04%","-84,65%",,"$61,56","15,36%",64,,,
250841000,1000050763,FIDEOS AL HUEVO ADRIA NIDO 2 500 GR,92,80,92,"13,04%",,,10%,,"100,00%",65,128,179,2.500,"2,7",200.000,,,,20,1.620,,92,COMPRAR,"$61,56","0,00%","$61,56",,,,"$61,56","15,36%","26,40%","-11,04%","-84,65%",,"$61,56","15,36%",64,,,
250842000,1000050764,FIDEOS AL HUEVO ADRIA MO?AS 500 GR,92,80,92,"13,04%",,,10%,,"100,00%",50,89,107,1.500,"1,8",120.000,,,,20,1.620,REVISAR,92,COMPRAR,"$61,56","0,00%","$61,56",,,,"$61,56","15,36%","26,40%","-11,04%","-84,65%",,"$61,56","15,36%",64,,,
250843000,1000050765,FIDEOS AL HUEVO ADRIA CORBATA 500 GR,92,80,92,"13,04%",,,10%,,"100,00%",129,314,179,2.500,"3,4",200.000,,,,20,1.620,,92,COMPRAR,"$61,56","0,00%","$61,56",,,,"$61,56","15,36%","26,40%","-11,04%","-84,65%",,"$61,56","15,36%",64,,,
250844000,1000050766,FIDEOS AL HUEVO ADRIA MACARRON 500 GR,92,80,92,"13,04%",,,10%,,"100,00%",97,204,136,1.900,"4,1",152.000,,,,20,1.620,,92,COMPRAR,"$61,56","0,00%","$61,56",,,,"$61,56","15,36%","26,40%","-11,04%","-84,65%",,"$61,56","15,36%",64,,,
250845000,1000050767,FIDEOS AL HUEVO TIRABUZON ADRIA 500 GR,92,80,92,"13,04%",,,10%,,"100,00%",148,319,250,3.500,"3,6",280.000,,,,20,1.620,,92,COMPRAR,"$61,56","0,00%","$61,56",,,,"$61,56","15,36%","26,40%","-11,04%","-84,65%",,"$61,56","15,36%",64,,,
250847000,1000050768,FIDEOS AL HUEVO ADRIA VERMICHELLI 500 GR,92,80,92,"13,04%",,,10%,,"100,00%",124,233,179,2.500,"3,3",200.000,,,,20,1.620,,92,COMPRAR,"$61,56","0,00%","$61,56",,,,"$61,56","15,36%","26,40%","-11,04%","-84,65%",,"$61,56","15,36%",64,,,
250849000,1000050769,FIDEOS AL HUEVO ADRIA FORATTI 500 GR,92,80,92,"13,04%",,,10%,,"100,00%",57,111,214,3.000,"2,5",240.000,,,,20,1.620,,92,COMPRAR,"$61,56","0,00%","$61,56",,,,"$61,56","15,36%","26,40%","-11,04%","-84,65%",,"$61,56","15,36%",64,,,
250850000,1000050770,FIDEOS AL HUEVO ADRIA NIDO 1 500 GR,92,80,92,"13,04%",,,10%,,"100,00%",58,119,143,2.000,"3,0",160.000,,,,20,1.620,,92,COMPRAR,"$61,56","0,00%","$61,56",,,,"$61,56","15,36%","26,40%","-11,04%","-84,65%",,"$61,56","15,36%",64,,,
250861000,1000050777,FIDEOS ESPINACA ADRIA NIDO 500 GR,92,80,92,"13,04%",,,10%,,"100,00%",43,106,143,2.000,"18,3",160.000,,,,20,1.480,,92,COMPRAR,"$61,56","0,00%","$61,56",,,,"$61,56","15,36%","26,40%","-11,04%","-84,65%",,"$61,56","15,36%",64,,,
250865000,1000050778,FIDEOS ESPINACA ADRIA MO?A 500 GR,92,80,92,"13,04%",,,10%,,"100,00%",9,20,107,1.500,"12,9",120.000,,,REVISAR,20,540,,92,COMPRAR,"$61,56","0,00%","$61,56",,,92.340,"$61,56","15,36%","26,40%","-11,04%","-84,65%",,"$61,56","15,36%",64,PONER STATUS,,
255366000,1000528112,PULPA DE TOMATE TAMIZADA LA RECETA 510 GR,57,35,30,"38,60%",,REVISAR,10%,,"100,00%",26,,1.429,20.000,,700.000,,,,12,888,,30,COMPRAR,"$14,34",0%,"$14,34",,,286.800,"$14,34","54,93%","72,33%","-17,39%","-45,07%",,"$14,34","54,93%",28,PONER STATUS,,
252330000,1000051764,PULPA DE TOMATE CONCENTRADA PONTEVEDRA DOY PA 200.00 G,39,25,39,"35,90%",,,10%,,"100,00%",48,526,571,8.000,"485,3",200.000,,,,24,1.560,,39,COMPRAR,"$14,34",0%,"$14,34",,,114.720,"$14,34","36,90%","59,55%","-22,65%","-63,10%",,"$14,34","36,90%",20,PONER STATUS,,
250633000,1000111384,ACEITE GIRASOL TATA 900 ML,99,80,95,"19,19%",,,10%,,"100,00%",2.877,3.172,2.857,40.000,"4,6",3.200.000,,1,REVISAR,20,1.620,,95,COMPRAR,"$71,81",20%,"$57,45",,,#REF!,"$57,45","21,01%","20,21%","0,80%","4,16%",,"$57,45","21,01%",64,PONER STATUS,,
255354000,1000527733,GRASA COMSA 400 GR,49,40,,"18,37%",,,,,,620,442,1.429,20000,"16,9",800.000,,,REVISAR,20,1.600,,49,COMPRAR,"31,70","10,00%","$28,53",,,,"$28,53","28,68%","35,31%","-6,63%","-36,10%",,"$28,53","28,68%",32,,,
252873000,1000052130,POLENTA PURITAS PAQUETE 450 GR,49,35,44,"28,57%",,REVISAR,10%,,"100,00%",242,742,2.143,30000,"3,7",1.050.000,,,REVISAR,12,972,,44,COMPRAR,"29,68","10,00%","$26,71",,,801.360,"$26,71","16,05%","33,37%","-17,32%","-60,63%",,"$26,71","16,05%",28,PONER STATUS,,
252365000,1000051793,PULPA DE TOMATE TAMIZADA DE LEY CAJA 1.02 KG,89,70,89,"21,35%",,,10%,,"100,00%",509,1.196,1.429,20.000,"6,3",1.400.000,,1,,12,972,,89,COMPRAR,"$51,33",10%,"$46,20",,,923.940,"$46,20","27,40%","36,56%","-9,15%","-42,88%",,"$46,20","27,40%",56,PONER STATUS,,
250031000,1000417038,PULPA DE TOMATE SUAVE ARCOR 1050 GR,89,60,,"32,58%",,,,,"100,00%",10,,1.071,15000,"6,8",900.000,,,,12,84,,85,COMPRAR,"48,01",15%,"$40,81",,,,"$40,81","31,99%","46,06%","-14,07%","-43,18%",,"$40,81","31,99%",48,,,
252855000,1000052115,POLENTA PRESTO PRONTA 500 GR,60,50,,"16,67%",REVISAR,,,,"100,00%",136,438,3.214,45000,"2,1",2.250.000,,,REVISAR,30,2.430,,57,COMPRAR,"40,56",7%,"$37,72",,,,"$37,72","24,56%","32,40%","-7,84%","-47,05%",,"$37,72","24,56%",40,,,
250625000,1000050603,ARROZ GREEN CHEF 1 KG,75,60,,"20,00%",,,,,"100,00%",1.691,1.937,2.143,30000,"1,7",1.800.000,,,,20,1.620,,75,COMPRAR,"$61,55",8%,"$56,63",,,,"$56,63","5,62%","17,93%","-12,31%","-61,55%",,"$56,63","5,62%",48,,,
259555000,1000054282,ARROZ BLANCO TATA 1 KG,65,40,,"38,46%",,,,,,892,1.432,0,,"4,1",0,,,REVISAR,10,810,,40,,,,"$0,00",,,,"$0,00","100,00%","100,00%","0,00%","0,00%",,"$0,00","100,00%",32,,,
252119000,1000051634,CHAMPIGNON LAMINADO NIDEMAR 184 GR,49,40,,"18,37%",,,,,"100,00%",91,76,1.071,15000,"1,8",600.000,,,REVISAR,24,1.944,,70,COMPRAR,,,"$0,00",,,,"$0,00","100,00%","100,00%","0,00%","0,00%",,"$0,00","100,00%",32,,,
252058000,1000051581,GARBANZOS NIDEMAR LATA 400 G,49,40,,"18,37%",,,,,"100,00%",,,1.071,15000,,600.000,,,,,0,,,COMPRAR,,,"$0,00",,,,"$0,00","100,00%","100,00%","0,00%","0,00%",,"$0,00","100,00%",32,,,
250805000,1000050736,FIDEOS DON GUSTO TIPO CASERO MOÑAS 400 GR,55,45,55,"18,18%",,,10%,,"100,00%",99,749,2.571,36.000,"13,6",1.620.000,,,REVISAR,24,1.944,,55,COMPRAR,"$39,75",10%,"$35,78",,,,"$35,78","12,55%","20,50%","-7,95%","-43,73%",,"$35,78","12,55%",36,,,
250806000,1000050737,FIDEOS DON GUSTO TIPO CASERO CORBATAS 400 GR,55,45,55,"18,18%",REVISAR,,10%,,"100,00%",139,757,2.714,38.000,"1,7",1.710.000,,,REVISAR,24,1.944,,55,COMPRAR,"$39,75",10%,"$35,78",,,,"$35,78","12,55%","20,50%","-7,95%","-43,73%",,"$35,78","12,55%",36,,,
250807000,1000050738,FIDEOS DON GUSTO TIPO CASERO CAPELLETIS 400 GR,55,45,55,"18,18%",REVISAR,,10%,,"100,00%",137,693,2.429,34.000,"1,8",1.530.000,,,REVISAR,24,1.944,,55,COMPRAR,"$39,75",10%,"$35,78",,,,"$35,78","12,55%","20,50%","-7,95%","-43,73%",,"$35,78","12,55%",36,,,
250808000,1000050739,FIDEOS DON GUSTO TIPO CASERO NIDOS 400 GR,55,45,54,"18,18%",REVISAR,,10%,,"100,00%",107,584,2.571,36.000,"2,3",1.620.000,,,REVISAR,12,972,,54,COMPRAR,"$39,75",10%,"$35,78",,,,"$35,78","12,55%","20,50%","-7,95%","-43,73%",,"$35,78","12,55%",36,,,
250809000,1000050740,FIDEOS DON GUSTO TIPO CASERO TALLARIN 400 GR,55,45,55,"18,18%",,,10%,,"100,00%",140,700,2.571,36.000,"1,5",1.620.000,,,REVISAR,12,972,,55,COMPRAR,"$39,75",10%,"$35,78",,,,"$35,78","12,55%","20,50%","-7,95%","-43,73%",,"$35,78","12,55%",36,,,
252892000,1000052144,HARINA 0000 CAÑUELAS 1 KG,67,50,,"25,37%",,,10%,,"100,00%",699,2.815,2.143,30.000,"5,6",1.500.000,,,,12,972,,64,COMPRAR,"$38,00",10%,"$34,20",,,,"$34,20","24,76%","37,61%","-12,85%","-50,65%",,"$34,20","24,76%",40,,,
252363000,1000408543,HARINA HARINEL 0 1 KG,47,35,47,"25,53%",,,10%,,"100,00%",1.571,1.770,2.857,40.000,"4,5",1.400.000,,,,12,972,,47,COMPRAR,"$31,68",16%,"$26,61",,,,"$26,61","16,36%","25,86%","-9,49%","-37,17%",,"$26,61","16,36%",28,,,
251155000,1000152093,PULPA DE TOMATE TAMIZADA TATA 1020 GR,65,50,,"23,08%",,,,,"100,00%",759,920,2.857,40.000,"0,7",2.000.000,,,REVISAR,12,972,,65,COMPRAR,"26,23","15,00%","$22,30",,,,"$22,30","55,41%","59,65%","-4,24%","-18,36%",,"$22,30","55,41%",40,,,
254470000,1000318740,ARROZ BLUE PATNA 500 G,40,30,,"25,00%",,,,,"100,00%",75,317,857,12.000,"4,4",360.000,,,REVISAR,30,2.370,,45,COMPRAR,,,"$0,00",,,,"$0,00","100,00%","100,00%","0,00%","0,00%",,"$0,00","100,00%",24,,,
255223000,1000501749,ADEREZO MAYONESA CAÑUELAS 250 GR,79,50,50,"36,71%",,REVISAR,22%,,"100,00%",18,,643,9.000,,450.000,,,,12,972,,50,COMPRAR,"27,00","10,00%","$24,30",,,,"$24,30","40,71%","58,30%","-17,60%","-47,93%",,"$24,30","40,71%",40,,,
251897000,1000051453,ADEREZO MAYONESA HELLMANN'S 125 GR,71,50,52,"29,58%",REVISAR,REVISAR,22%,,"100,00%",96,,714,10.000,"1,2",500.000,,,,40,3.240,,52,COMPRAR,"30,24","15,00%","$25,70",,,,"$25,70","37,28%","48,04%","-10,76%","-36,37%",,"$25,70","37,28%",40,,,
253670000,1000052693,CALDOS DE GALLINA KNORR 2 UD,21,20,21,"4,76%",REVISAR,,22%,,"100,00%",24,42,357,5.000,"2,6",100.000,,,REVISAR,24,1.920,,21,COMPRAR,"10,50","15,00%","$8,93",,,,"$8,93","45,56%","39,00%","6,56%","137,71%",,"$8,93","45,56%",16,,,
253671000,1000052694,CALDOS DE CARNE KNORR 2 UD,21,20,23,"4,76%",REVISAR,,22%,,"100,00%",46,99,357,5.000,"2,9",100.000,,,REVISAR,24,1.920,,23,COMPRAR,"10,50","15,00%","$8,93",,,,"$8,93","45,56%","39,00%","6,56%","137,71%",,"$8,93","45,56%",16,,,
252361000,1000051790,ADEREZO KETCHUP COLOLO 300 G,49,40,,"18,37%",,,22%,,"100,00%",,,857,12.000,,480.000,,,,,0,,,COMPRAR,"32,65","20,00%","$26,12",,,,"$26,12","20,33%","18,71%","1,63%","8,85%",,"$26,12","20,33%",32,,,
252712000,1000052040,PATE PEQUEÑA GRAÑJA JAMON 100 GR,55,40,42,"27,27%",,REVISAR,22%,,"100,00%",176,12,214,3.000,"0,4",120.000,,,REVISAR,24,1.776,,42,COMPRAR,"21,70","20,00%","$17,36",,,,"$17,36","47,05%","51,87%","-4,81%","-17,65%",,"$17,36","47,05%",32,,,
252713000,1000052041,PATE PEQUEÑA GRANJA POLLO Y CARNE 100 GR,55,40,50,"27,27%",REVISAR,,22%,,"100,00%",31,17,214,3.000,"1,3",120.000,,,REVISAR,24,1.800,,50,COMPRAR,"21,70","20,00%","$17,36",,,,"$17,36","47,05%","51,87%","-4,81%","-17,65%",,"$17,36","47,05%",32,,,
252714000,1000052042,PATE PEQUEÑA GRANJA CARNE 100 GR,55,40,44,"27,27%",REVISAR,REVISAR,22%,,"100,00%",17,10,214,3.000,"0,3",120.000,,,REVISAR,24,1.800,,44,COMPRAR,"21,70","20,00%","$17,36",,,,"$17,36","47,05%","51,87%","-4,81%","-17,65%",,"$17,36","47,05%",32,,,
252715000,1000052043,PATE PEQUEÑA GRANJA LENGUA Y CARNE 100 GR,55,40,44,"27,27%",REVISAR,REVISAR,22%,,"100,00%",56,14,214,3.000,"1,6",120.000,,,REVISAR,24,1.776,,44,COMPRAR,"21,70","20,00%","$17,36",,,,"$17,36","47,05%","51,87%","-4,81%","-17,65%",,"$17,36","47,05%",32,,,
252696000,1000052025,ATUN DESMENUZADO NIDEMAR AL ACEITE 170 GR,59,50,52,"15,25%",REVISAR,REVISAR,22%,,"100,00%",155,408,1.071,15.000,"4,0",750.000,,,REVISAR,48,3.888,,52,COMPRAR,"31,27","20,00%","$25,02",,,,"$25,02","38,96%","35,34%","3,62%","23,74%",,"$25,02","38,96%",40,,,
252697000,1000052026,ATUN DESMENUZADO NIDEMAR AL NATURAL 170 GR,59,50,52,"15,25%",REVISAR,REVISAR,22%,,"100,00%",321,645,1.071,15.000,"2,2",750.000,,,,48,3.888,,52,COMPRAR,"31,27","20,00%","$25,02",,,,"$25,02","38,96%","35,34%","3,62%","23,74%",,"$25,02","38,96%",40,,,
252799000,1000052069,PURE DE PAPAS NATURA 125 GR,55,40,55,"27,27%",,,22%,,"100,00%",451,1.293,1.071,15.000,"7,8",600.000,,,,20,1.620,,55,COMPRAR,"26,06","20,00%","$20,85",,,,"$20,85","36,41%","42,19%","-5,78%","-21,20%",,"$20,85","36,41%",32,,,
259525000,1000054259,CREMA DE CHOCLO TATA 350 GR,65,50,65,"23,08%",,,22%,,"100,00%",39,97,214,3.000,"2,3",150.000,,,REVISAR,24,1.944,,65,COMPRAR,"22,18","20,00%","$17,74",,,,"$17,74","56,70%","58,37%","-1,67%","-7,22%",,"$17,74","56,70%",40,,,
252108000,1000051623,CHOCLO EN GRANO COLOLO LATA 380 GR,68,50,67,"26,47%",,,22%,,"100,00%",120,439,179,2.500,"2,9",125.000,,,,24,1.944,,67,COMPRAR,"22,18","20,00%","$17,74",,,,"$17,74","56,70%","60,21%","-3,50%","-13,23%",,"$17,74","56,70%",40,,,
256257000,1000053488,DUETO ARVEJA Y CHOCLO RIO DE LA PLATA 300 GR,65,50,62,"23,08%",,,22%,,"100,00%",22,124,107,1.500,"4,5",75.000,,,,24,1.944,REVISAR,62,COMPRAR,"32,65","20,00%","$26,12",,,,"$26,12","36,27%","38,72%","-2,45%","-10,62%",,"$26,12","36,27%",40,,,
252452000,1000051870,ACEITUNAS VERDES GIBUR CON CAROZO DOYPACK 100 GR,71,50,,"29,58%",,,,,,29,83,857,12000,"8,4",600.000,,,REVISAR,24,1.944,,70,COMPRAR,"34,02","8,00%","$31,30",,,,"$31,30","37,40%","52,08%","-14,68%","-49,64%",,"$31,30","37,40%",40,,,
252454000,1000051872,ACEITUNAS VERDES GIBUR SIN CAROZO DOY PACK 100 GR,71,50,,"29,58%",,,,,,77,164,857,12000,"7,1",600.000,,,REVISAR,24,1.944,,79,COMPRAR,"39,12","8,00%","$35,99",,,,"$35,99","28,02%","44,90%","-16,88%","-57,08%",,"$35,99","28,02%",40,,,
254341000,1000053040,SOPA INSTANTANEA MONTE CUDINE CHOCLO 15 GR,39,25,29,"35,90%",REVISAR,REVISAR,22%,,"100,00%",25,,214,3.000,"17,9",75.000,,,,24,1.944,,29,COMPRAR,"15,25","15,00%","$12,96",,,,"$12,96","36,74%","52,29%","-15,55%","-43,32%",,"$12,96","36,74%",20,,,
254343000,1000053042,SOPA INSTANTANEA MONTE CUDINE VEGETALES 17 GR,39,25,29,"35,90%",,REVISAR,22%,,"100,00%",48,,214,3.000,"21,0",75.000,,,,24,1.896,,29,COMPRAR,"15,25","10,00%","$13,73",,,,"$13,73","33,02%","52,29%","-19,27%","-53,69%",,"$13,73","33,02%",20,,,
254353000,1000053051,SOPA INSTANTANEA CALABAZA MONTE CUDINE 14.5 GR,39,25,29,"35,90%",,REVISAR,22%,,"100,00%",22,,214,3.000,"17,0",75.000,,,,24,1.896,,29,COMPRAR,"15,25","10,00%","$13,73",,,,"$13,73","33,02%","52,29%","-19,27%","-53,69%",,"$13,73","33,02%",20,,,
255048000,1000470595,SOPA INSTANTANEA MONTE CUDINE POLLO 12 GR,39,25,29,"35,90%",,REVISAR,22%,,"100,00%",29,,214,3.000,,75.000,,,,24,1.944,,29,COMPRAR,"15,25","10,00%","$13,73",,,,"$13,73","33,02%","52,29%","-19,27%","-53,69%",,"$13,73","33,02%",20,,,
254340000,1000053039,SOPA INSTANTANEA MONTE CUDINE ARVEJAS 16.5 GR,39,25,27,"35,90%",,REVISAR,22%,,"100,00%",20,40,214,3.000,"1,5",75.000,,,REVISAR,24,1.920,,27,COMPRAR,"15,25","10,00%","$13,73",,,,"$13,73","33,02%","52,29%","-19,27%","-53,69%",,"$13,73","33,02%",20,,,
254342000,1000053041,SOPA INSTANTANEA MONTE CUDINE ESPARRAGOS 14.50 G,39,25,27,"35,90%",,REVISAR,22%,,"100,00%",,1,214,3.000,,75.000,,,REVISAR,24,0,,27,COMPRAR,"15,25","10,00%","$13,73",,,,"$13,73","33,02%","52,29%","-19,27%","-53,69%",,"$13,73","33,02%",20,,,
254354000,1000053052,SOPA INSTANTANEA MONTE CUDINE CALABAZA LIGHT 10 GR,39,25,33,"35,90%",,REVISAR,22%,,"100,00%",10,12,71,1.000,"1,0",25.000,,,REVISAR,24,1.632,REVISAR,33,COMPRAR,"17,19","20,00%","$13,75",,,,"$13,75","32,89%","46,23%","-13,34%","-37,15%",,"$13,75","32,89%",20,,,
254345000,1000053044,SOPA INSTANTANEA MONTE CUDINE VEGETALES LIGHT 11.8 GR,39,25,31,"35,90%",,REVISAR,22%,,"100,00%",17,,71,1.000,,25.000,,,,24,1.944,REVISAR,31,COMPRAR,"17,19","20,00%","$13,75",,,,"$13,75","32,89%","46,23%","-13,34%","-37,15%",,"$13,75","32,89%",20,,,
254344000,1000053043,SOPA INSTANTANEA MONTE CUDINE CHOCLO LIGHT 9.5 GR,39,25,31,"35,90%",,REVISAR,22%,,"100,00%",16,,71,1.000,,25.000,,,,24,1.896,REVISAR,31,COMPRAR,"17,19","20,00%","$13,75",,,,"$13,75","32,89%","46,23%","-13,34%","-37,15%",,"$13,75","32,89%",20,,,
254349000,1000053048,SOPA INSTANTANEA ESPARRAGOS LIGHT MONTE CUDINE 9.50 G,39,25,,"35,90%",,,22%,,"100,00%",,,71,1.000,,25.000,,,,,0,,,COMPRAR,"17,19","20,00%","$13,75",,,,"$13,75","32,89%","46,23%","-13,34%","-37,15%",,"$13,75","32,89%",20,,,
252025000,1000051549,POROTO ALUBIA COLOLO LATA 400 GR,65,50,89,"23,08%",,,22%,,"100,00%",24,10,179,2.500,"0,6",125.000,,,REVISAR,24,1.800,,89,COMPRAR,"34,90","15,00%","$29,67",,,,"$29,67","27,62%","34,50%","-6,88%","-29,80%",,"$29,67","27,62%",40,,,
252026000,1000051550,POROTOS MANTECA COLOLO ABRE FACIL 400 GR,65,50,77,"23,08%",,,22%,,"100,00%",35,16,179,2.500,"0,7",125.000,,,REVISAR,24,1.800,,77,COMPRAR,"35,66","15,00%","$30,31",,,,"$30,31","26,04%","33,07%","-7,03%","-30,45%",,"$30,31","26,04%",40,,,
252061000,1000051582,POROTOS FRUTILLA COLOLO 400 G,65,50,,"23,08%",,,22%,,"100,00%",,,179,2.500,,125.000,,,,,0,,,COMPRAR,"27,99","15,00%","$23,79",,,,"$23,79","41,95%","47,46%","-5,52%","-23,90%",,"$23,79","41,95%",40,,,
251980000,1000051518,GARBANZOS COLOLO ABRE FACIL 400 GR,65,50,65,"23,08%",,,22%,,"100,00%",43,92,214,3.000,"7,7",150.000,,,REVISAR,24,1.824,,65,COMPRAR,"31,63","15,00%","$26,89",,,,"$26,89","34,40%","40,63%","-6,23%","-27,01%",,"$26,89","34,40%",40,,,
251979000,1000051517,LENTEJAS REMOJADAS COLOLO ABRE FACIL 400 GR,60,45,69,"25,00%",,,22%,,"100,00%",25,90,429,6.000,"6,3",270.000,,,REVISAR,24,1.824,,69,COMPRAR,"31,63","15,00%","$26,89",,,,"$26,89","27,11%","35,69%","-8,58%","-34,30%",,"$26,89","27,11%",36,,,
252106000,1000051621,ARVEJAS COLOLO LATA 380 GR,59,40,55,"32,20%",,,22%,,"100,00%",88,258,429,6.000,"1,3",240.000,,,,24,1.944,,55,COMPRAR,"31,63","15,00%","$26,89",,,,"$26,89","18,00%","34,60%","-16,60%","-51,54%",,"$26,89","18,00%",32,,,
251737000,1000051341,ADEREZO MOSTAZA COLOLO 195 G,37,25,,"32,43%",,,22%,,"100,00%",,,857,12.000,,300.000,,,,,0,,,COMPRAR,"31,63","15,00%","$26,89",,,,"$26,89","-31,20%","-4,29%","-26,91%","-82,97%",,"$26,89","-31,20%",20,,,
258069000,1000053927,MIEL CERROS AZULES 100 GR,75,40,75,"46,67%",,,22%,,"100,00%",49,83,214,3.000,"3,0",120.000,,,REVISAR,48,3.888,REVISAR,75,COMPRAR,"42,68","0,00%","$42,68",,15%,,"$36,28","-10,65%","30,57%","-41,22%","-88,33%",,"$36,28","-10,65%",32,PONER STATUS,,
255279000,1000511013,ALIMENTO DE PERA WATT`S 90 GR,40,30,40,"25,00%",,,22%,,"100,00%",,,86,1.200,,36.000,,,,36,2.880,REVISAR,40,COMPRAR,"22,00","18,00%","$18,04",,,,"$18,04","26,64%","32,90%","-6,26%","-25,05%",,"$18,04","26,64%",24,PONER STATUS,,
255278000,1000511012,ALIMENTO DE FRUTA MANZANA WATT`S 90 GR,40,30,40,"25,00%",,,22%,,"100,00%",,,86,1.200,,36.000,,,,36,2.844,REVISAR,40,COMPRAR,"22,00","18,00%","$18,04",,,,"$18,04","26,64%","32,90%","-6,26%","-25,05%",,"$18,04","26,64%",24,PONER STATUS,,
261381000,1000455853,WAFFLE AMORI CON RELLENO SABOR CHOCOLATE 80 GR,25,20,25,"20,00%",,,22%,,"100,00%",103,384,2.727,38.178,"5,4",763.560,,,REVISAR,30,1.950,,25,COMPRAR,"10,81",,"$10,81",,,,"$10,81","34,06%","47,25%","-13,19%","-65,94%",,"$10,81","34,06%",16,PONER STATUS,,
261400000,1000455864,WAFFLE AMORI CON RELLENO SABOR LIMON 80 GR,25,20,25,"20,00%",,,22%,,"100,00%",67,303,1.373,19.221,"5,9",384.420,,,REVISAR,30,1.980,,25,COMPRAR,"10,81",,"$10,81",,,,"$10,81","34,06%","47,25%","-13,19%","-65,94%",,"$10,81","34,06%",16,PONER STATUS,,
261354000,1000455847,WAFFLE AMORI CON RELLENO FRUTILLA 80 GR,25,20,25,"20,00%",,,22%,,"100,00%",57,338,2.770,38.780,"5,1",775.600,,,REVISAR,30,1.950,,25,COMPRAR,"10,81",,"$10,81",,,,"$10,81","34,06%","47,25%","-13,19%","-65,94%",,"$10,81","34,06%",16,PONER STATUS,,
263944000,1000055844,GALLETA RELLENA FRUTILLA PORTEZUELO 110 GR,39,30,39,"23,08%",REVISAR,,22%,,"100,00%",129,177,86,1.200,"5,5",36.000,,,REVISAR,30,1.560,REVISAR,39,COMPRAR,"21,86","10,00%","$19,67",,,,"$19,67","19,99%","31,62%","-11,63%","-50,38%",,"$19,67","19,99%",24,PONER STATUS,,
